ID;Gender;Age;Customer Type;Type of Travel;Class;Flight Distance;Departure Delay;Arrival Delay;Departure and Arrival Time Convenience;Ease of Online Booking;Check-in Service;Online Boarding;Gate Location;On-board Service;Seat Comfort;Leg Room Service;Cleanliness;Food and Drink;In-flight Service;In-flight Wifi Service;In-flight Entertainment;Baggage Handling;Satisfaction
221;Female;36;Returning;Personal;Economy;213;0;0;0;2;5;2;2;4;3;2;3;3;5;2;3;5;Neutral or Dissatisfied
222;Female;44;Returning;Personal;Economy;213;0;5;5;4;4;4;1;1;1;4;1;1;1;4;1;1;Neutral or Dissatisfied
223;Female;16;Returning;Personal;Economy;213;192;293;5;1;5;5;1;5;5;4;5;1;3;1;4;4;Neutral or Dissatisfied
224;Male;35;Returning;Personal;Economy;290;0;24;4;3;4;3;1;4;2;3;2;2;5;3;2;4;Neutral or Dissatisfied
225;Male;29;Returning;Personal;Economy;290;0;0;5;4;3;4;2;4;3;3;3;3;2;4;3;4;Neutral or Dissatisfied
226;Male;66;Returning;Personal;Economy;290;0;0;5;3;5;3;4;4;2;3;2;2;4;3;2;4;Neutral or Dissatisfied
227;Female;56;Returning;Personal;Economy;213;20;8;0;0;3;4;3;5;5;0;5;4;5;3;5;5;Neutral or Dissatisfied
228;Female;17;Returning;Personal;Economy;213;0;0;4;3;3;3;4;3;4;3;4;4;4;3;4;4;Neutral or Dissatisfied
229;Female;33;Returning;Business;Business;213;0;0;5;5;5;5;5;5;5;5;3;4;5;5;5;4;Satisfied
230;Female;44;First-time;Business;Business;213;6;40;2;2;5;2;5;3;2;4;2;2;4;2;2;4;Neutral or Dissatisfied
231;Female;47;Returning;Business;Business;1957;14;10;1;1;3;5;1;4;4;4;3;5;4;1;4;5;Satisfied
232;Female;57;Returning;Business;Business;213;0;0;4;4;5;5;4;5;4;5;5;4;5;4;5;5;Satisfied
233;Female;38;First-time;Business;Business;213;0;0;4;4;1;4;4;2;1;3;1;1;4;3;1;3;Neutral or Dissatisfied
234;Male;47;Returning;Business;Economy Plus;213;0;0;4;4;4;3;4;1;3;4;3;3;3;3;3;5;Satisfied
235;Female;16;Returning;Personal;Economy Plus;213;0;0;2;5;4;5;3;5;2;4;2;2;5;5;2;4;Satisfied
236;Male;35;Returning;Business;Business;3242;0;4;4;4;1;2;4;2;2;2;4;1;2;2;2;2;Neutral or Dissatisfied
237;Male;7;Returning;Personal;Business;719;0;2;5;3;3;3;2;3;2;4;2;2;5;3;2;5;Neutral or Dissatisfied
238;Female;39;Returning;Business;Business;719;82;89;2;3;3;5;2;5;5;5;3;3;5;2;5;5;Satisfied
239;Male;44;Returning;Business;Business;719;2;11;3;3;5;5;3;4;5;4;3;3;4;3;4;4;Satisfied
240;Female;49;Returning;Business;Business;3477;7;26;5;5;3;5;5;5;5;5;5;2;5;5;5;5;Satisfied
241;Male;22;Returning;Business;Business;2689;10;27;2;2;4;5;2;4;5;3;5;5;5;2;5;5;Satisfied
242;Male;38;First-time;Business;Business;719;0;0;4;4;4;4;5;5;1;5;1;1;4;4;1;4;Neutral or Dissatisfied
243;Male;22;First-time;Business;Economy;719;14;25;1;1;1;1;3;4;1;3;1;1;4;1;1;3;Neutral or Dissatisfied
244;Male;30;First-time;Business;Business;719;45;41;2;2;1;2;3;2;3;2;3;3;2;2;3;2;Neutral or Dissatisfied
245;Female;29;Returning;Business;Business;2903;17;25;2;2;4;3;2;3;3;5;3;3;3;3;3;3;Neutral or Dissatisfied
246;Male;50;Returning;Business;Business;719;116;140;2;2;3;3;2;2;3;4;3;3;4;3;3;3;Neutral or Dissatisfied
247;Male;11;Returning;Business;Business;719;38;;1;1;4;4;1;4;4;3;4;4;3;4;4;4;Neutral or Dissatisfied
248;Male;23;Returning;Business;Business;719;35;42;4;4;2;3;4;2;3;2;3;3;3;3;3;4;Neutral or Dissatisfied
249;Male;20;First-time;Business;Economy;319;0;0;0;2;2;2;2;1;5;5;5;5;3;2;5;5;Neutral or Dissatisfied
250;Female;70;Returning;Personal;Economy;719;0;0;4;3;5;5;4;1;4;3;5;5;1;3;1;1;Neutral or Dissatisfied
251;Male;66;First-time;Personal;Economy;719;193;205;2;3;2;2;2;3;2;2;2;3;1;3;3;3;Neutral or Dissatisfied
252;Female;50;Returning;Personal;Economy Plus;719;20;22;1;2;4;4;4;2;3;2;2;3;2;1;2;2;Neutral or Dissatisfied
253;Male;39;Returning;Personal;Economy Plus;719;51;79;5;2;3;2;2;4;2;5;2;2;5;2;2;4;Neutral or Dissatisfied
254;Male;18;Returning;Personal;Economy Plus;719;80;76;4;1;3;1;2;5;1;5;2;2;4;1;2;5;Neutral or Dissatisfied
255;Male;26;Returning;Business;Business;3800;158;213;4;4;3;3;4;5;3;5;3;3;4;4;3;5;Satisfied
256;Male;22;First-time;Business;Business;612;92;99;4;5;3;5;1;5;2;3;2;2;5;5;2;5;Satisfied
257;Male;58;Returning;Business;Business;612;1;0;2;2;3;4;2;5;4;5;5;3;5;2;5;5;Satisfied
258;Male;48;Returning;Business;Business;1708;4;0;4;4;3;4;4;4;5;4;5;4;4;4;4;4;Satisfied
259;Female;55;Returning;Business;Business;612;14;19;3;3;3;4;3;4;3;4;2;5;4;4;4;4;Neutral or Dissatisfied
260;Male;62;Returning;Business;Business;612;29;22;5;5;2;4;5;2;3;2;2;2;2;2;2;2;Neutral or Dissatisfied
261;Female;61;Returning;Personal;Economy;612;6;6;4;3;3;1;4;2;2;3;4;1;2;2;2;2;Neutral or Dissatisfied
262;Male;63;Returning;Personal;Business;802;0;6;4;2;5;4;1;4;4;2;4;2;4;2;4;5;Neutral or Dissatisfied
263;Male;43;Returning;Personal;Business;802;0;0;2;1;3;3;3;2;3;1;1;2;2;1;2;2;Neutral or Dissatisfied
264;Female;43;Returning;Business;Business;3967;1;0;5;5;3;4;5;5;4;5;3;3;5;5;5;5;Satisfied
265;Female;49;Returning;Business;Business;825;0;0;3;4;4;4;3;4;5;4;4;5;4;3;4;4;Satisfied
266;Male;44;Returning;Business;Business;2770;0;0;2;3;3;5;2;3;4;4;3;4;3;2;3;3;Satisfied
267;Female;40;Returning;Business;Business;2026;0;0;1;1;3;4;1;4;5;5;3;3;4;1;4;4;Satisfied
268;Male;20;First-time;Business;Economy;802;35;18;3;3;2;3;4;2;3;1;3;3;4;3;3;3;Neutral or Dissatisfied
269;Female;55;Returning;Business;Business;802;165;167;5;5;4;4;5;5;4;5;4;5;4;5;5;5;Satisfied
270;Female;59;Returning;Business;Business;802;0;14;2;2;5;5;2;4;5;4;4;2;4;2;4;4;Satisfied
271;Male;35;First-time;Business;Business;802;0;2;1;1;3;1;3;4;4;2;4;4;4;2;4;3;Neutral or Dissatisfied
272;Male;43;Returning;Business;Business;802;0;0;1;1;3;2;1;3;2;2;3;2;3;3;3;3;Neutral or Dissatisfied
273;Male;53;Returning;Business;Business;3357;0;0;2;2;3;3;2;2;3;2;1;5;2;2;2;2;Neutral or Dissatisfied
274;Female;27;First-time;Business;Business;802;0;0;3;3;3;3;4;3;1;3;1;1;3;4;1;3;Neutral or Dissatisfied
275;Female;29;Returning;Business;Business;3044;0;0;5;3;3;5;3;3;4;4;4;4;4;3;4;5;Satisfied
276;Female;43;First-time;Business;Economy;402;0;0;0;3;5;3;1;4;2;1;2;2;2;2;2;4;Neutral or Dissatisfied
277;Male;40;Returning;Business;Business;402;0;0;3;3;2;3;3;5;3;5;5;5;5;3;5;5;Satisfied
278;Female;16;Returning;Personal;Economy;802;0;0;5;1;4;1;4;3;4;2;4;4;1;2;4;3;Neutral or Dissatisfied
279;Female;23;Returning;Personal;Economy;825;0;0;3;3;3;3;4;4;1;1;1;1;4;3;1;4;Neutral or Dissatisfied
280;Male;44;Returning;Personal;Economy;825;0;0;5;4;4;4;3;4;3;5;3;3;4;4;3;5;Satisfied
281;Male;51;Returning;Personal;Economy;825;0;0;4;3;4;3;1;3;5;3;5;5;5;3;5;5;Neutral or Dissatisfied
282;Male;25;Returning;Personal;Economy;825;0;0;5;4;5;4;4;3;4;3;4;4;5;4;4;5;Satisfied
283;Male;40;First-time;Business;Business;802;11;4;4;4;4;4;1;3;2;2;2;2;5;4;2;4;Satisfied
284;Female;17;First-time;Business;Economy;802;0;0;4;4;4;4;5;4;4;5;4;4;5;4;4;5;Satisfied
285;Female;45;Returning;Business;Business;825;2;0;1;5;1;4;5;1;4;1;2;3;1;1;1;1;Neutral or Dissatisfied
286;Female;41;Returning;Business;Business;802;0;0;4;3;4;4;3;5;5;4;4;2;5;3;5;5;Satisfied
287;Male;55;Returning;Business;Business;3433;0;0;5;5;4;4;5;5;5;4;4;5;5;5;5;5;Satisfied
288;Female;42;Returning;Personal;Economy Plus;802;74;74;3;2;4;5;1;5;1;2;4;3;5;3;5;5;Neutral or Dissatisfied
289;Male;51;Returning;Personal;Economy Plus;825;0;0;5;3;5;3;5;3;4;3;4;4;5;2;4;4;Neutral or Dissatisfied
290;Male;39;First-time;Business;Business;1250;0;0;1;1;4;1;2;4;1;5;1;1;4;1;1;4;Neutral or Dissatisfied
291;Male;54;Returning;Business;Business;2718;0;0;1;3;5;4;1;4;5;4;5;3;4;1;4;4;Satisfied
292;Female;21;First-time;Business;Economy;1250;14;0;3;3;3;3;3;5;1;2;1;1;5;4;1;4;Satisfied
293;Male;52;Returning;Business;Business;1517;43;17;4;4;1;3;4;2;3;1;2;5;2;2;2;2;Neutral or Dissatisfied
294;Male;17;Returning;Personal;Economy;1250;11;12;2;3;3;3;3;2;1;3;1;1;4;3;1;3;Neutral or Dissatisfied
295;Female;54;Returning;Personal;Economy;1250;123;120;1;4;3;2;2;4;2;4;3;3;4;4;4;4;Neutral or Dissatisfied
296;Female;47;Returning;Business;Business;2262;0;8;4;4;2;4;4;3;3;3;3;5;3;3;3;3;Neutral or Dissatisfied
297;Female;55;Returning;Business;Business;590;62;67;1;1;3;5;1;4;4;4;5;3;4;1;4;4;Satisfied
298;Male;52;First-time;Business;Business;590;5;0;3;3;3;3;5;4;5;3;5;5;4;3;5;4;Neutral or Dissatisfied
299;Male;41;Returning;Business;Business;590;45;50;2;2;5;5;2;5;4;5;3;3;5;2;5;5;Satisfied
300;Female;24;First-time;Business;Business;590;0;0;1;4;4;4;4;3;3;2;3;3;5;4;3;4;Satisfied
301;Male;40;Returning;Business;Business;821;18;19;2;2;5;5;2;3;4;2;4;5;3;2;3;3;Satisfied
302;Male;52;Returning;Business;Business;821;18;18;5;4;3;5;5;5;5;5;4;5;5;5;5;5;Satisfied
303;Male;51;Returning;Business;Business;3183;13;11;2;2;5;5;2;5;5;5;5;3;5;2;5;5;Satisfied
304;Female;43;Returning;Business;Business;1895;0;0;2;2;4;3;2;1;4;1;2;1;1;1;1;1;Neutral or Dissatisfied
305;Male;56;Returning;Business;Business;2204;55;49;1;1;5;4;1;4;5;4;4;4;4;1;4;4;Satisfied
306;Male;26;First-time;Business;Business;821;0;0;5;5;4;4;3;3;3;4;3;3;5;5;3;5;Satisfied
307;Female;31;Returning;Business;Business;2146;0;15;5;5;3;4;5;5;5;5;5;5;4;5;5;4;Satisfied
308;Female;56;Returning;Business;Business;853;0;0;3;1;4;5;3;4;5;4;3;4;4;3;4;4;Satisfied
309;Male;53;Returning;Business;Business;853;0;0;2;2;5;4;2;4;5;4;4;4;4;2;4;4;Satisfied
310;Female;60;Returning;Business;Business;2180;0;12;1;1;5;4;1;3;4;3;4;5;3;1;3;3;Satisfied
311;Male;26;First-time;Business;Business;821;10;5;2;2;5;2;3;4;4;5;4;4;4;2;4;4;Neutral or Dissatisfied
312;Male;22;Returning;Business;Business;3206;41;133;2;2;5;5;2;2;5;5;5;5;4;2;4;4;Satisfied
313;Male;30;First-time;Business;Business;821;25;36;4;4;4;4;1;5;4;4;3;3;4;4;3;5;Neutral or Dissatisfied
314;Female;59;Returning;Business;Business;2160;0;9;2;2;3;4;2;4;4;4;5;2;4;2;4;4;Satisfied
315;Female;25;Returning;Business;Business;3380;2;3;1;1;4;5;1;3;5;4;5;5;5;1;5;5;Satisfied
316;Female;44;Returning;Business;Business;821;0;0;1;1;3;4;1;5;4;5;3;2;5;1;5;5;Satisfied
317;Female;25;First-time;Business;Business;821;0;0;5;5;4;5;3;3;5;3;5;5;5;5;5;5;Satisfied
318;Female;29;First-time;Business;Business;853;0;10;2;2;3;2;3;2;1;5;1;1;3;2;1;3;Neutral or Dissatisfied
319;Female;60;Returning;Business;Business;821;2;0;1;3;1;3;1;2;4;2;3;1;2;2;2;2;Neutral or Dissatisfied
320;Female;21;First-time;Business;Business;853;0;0;1;3;1;3;3;2;3;4;3;3;3;2;3;3;Neutral or Dissatisfied
321;Male;42;Returning;Business;Business;3109;0;8;1;1;1;3;1;2;4;2;3;2;2;2;2;2;Neutral or Dissatisfied
322;Male;49;Returning;Business;Business;821;0;7;3;3;4;2;3;2;3;2;2;1;2;2;2;2;Neutral or Dissatisfied
323;Male;59;Returning;Business;Business;3674;0;0;2;2;3;5;2;4;5;4;4;2;4;2;4;4;Satisfied
324;Male;21;First-time;Business;Business;821;0;3;0;4;4;4;2;5;5;3;5;5;4;4;5;4;Satisfied
325;Female;25;First-time;Business;Business;821;19;3;1;3;4;3;3;2;2;2;2;2;4;3;2;4;Neutral or Dissatisfied
326;Female;31;Returning;Business;Business;3845;0;0;1;1;4;5;1;5;5;4;5;5;4;1;5;4;Satisfied
327;Female;39;Returning;Business;Business;821;12;32;3;3;1;4;3;1;4;1;3;1;1;1;1;1;Neutral or Dissatisfied
328;Male;56;Returning;Business;Business;3344;16;4;2;1;5;5;2;4;5;4;3;2;4;2;4;4;Satisfied
329;Male;47;Returning;Business;Business;3954;9;0;3;3;2;3;3;1;3;1;3;1;1;1;1;1;Neutral or Dissatisfied
330;Male;46;Returning;Business;Business;3293;0;5;4;4;1;4;4;2;3;2;3;2;2;2;2;2;Neutral or Dissatisfied
331;Male;51;Returning;Business;Business;821;0;9;3;4;4;3;4;3;3;3;2;4;3;3;3;3;Neutral or Dissatisfied
332;Male;44;Returning;Business;Economy;453;0;0;1;5;5;4;1;2;4;3;4;4;2;4;4;3;Satisfied
333;Female;37;First-time;Business;Economy;421;5;15;3;5;1;5;3;5;2;2;2;2;3;5;2;1;Satisfied
334;Male;26;First-time;Business;Economy;421;0;0;5;3;1;3;2;4;1;4;1;1;4;3;1;1;Neutral or Dissatisfied
335;Female;56;Returning;Business;Business;421;10;0;0;0;4;3;3;1;3;0;1;5;1;1;1;1;Neutral or Dissatisfied
336;Female;40;Returning;Business;Economy;421;0;0;4;4;4;4;4;1;4;4;4;4;4;4;4;4;Neutral or Dissatisfied
337;Male;37;Returning;Personal;Economy;821;0;0;5;2;3;2;1;4;5;2;5;5;4;2;5;4;Neutral or Dissatisfied
338;Female;57;Returning;Personal;Economy;853;0;9;5;4;4;4;3;4;4;4;3;3;4;4;4;4;Neutral or Dissatisfied
339;Female;22;Returning;Personal;Economy;853;0;0;2;3;4;3;2;2;2;4;2;2;3;2;2;2;Neutral or Dissatisfied
340;Male;16;Returning;Personal;Economy;853;0;0;5;3;5;3;1;5;2;3;2;2;5;3;2;4;Neutral or Dissatisfied
341;Female;35;Returning;Personal;Economy;821;0;6;5;1;3;1;3;4;2;4;3;3;4;1;3;5;Neutral or Dissatisfied
342;Male;27;Returning;Personal;Economy;821;0;12;4;2;5;2;2;3;3;5;3;3;4;2;3;5;Neutral or Dissatisfied
343;Female;58;Returning;Personal;Economy;821;0;0;4;3;2;4;4;4;3;3;4;2;4;3;4;4;Neutral or Dissatisfied
344;Male;8;Returning;Personal;Economy;821;18;13;1;2;4;2;4;2;1;5;1;1;4;2;1;4;Neutral or Dissatisfied
345;Male;9;Returning;Personal;Economy;853;23;17;1;1;3;1;2;4;4;5;2;2;2;1;2;3;Neutral or Dissatisfied
346;Male;68;Returning;Personal;Economy;853;27;36;2;1;3;1;4;1;4;2;4;4;4;1;4;3;Neutral or Dissatisfied
347;Female;30;Returning;Personal;Economy;821;9;8;5;3;4;3;5;4;5;5;5;5;1;3;5;2;Neutral or Dissatisfied
348;Male;56;Returning;Personal;Economy;853;0;0;4;3;3;3;1;3;1;4;1;1;4;3;1;5;Neutral or Dissatisfied
349;Female;33;Returning;Personal;Economy;821;0;0;3;4;3;4;4;4;4;5;4;4;3;3;4;3;Neutral or Dissatisfied
350;Female;25;Returning;Business;Business;853;0;12;5;5;4;4;5;5;4;5;4;4;5;5;4;5;Satisfied
351;Male;57;Returning;Business;Business;821;31;30;2;2;1;4;2;2;3;2;2;3;2;2;2;2;Neutral or Dissatisfied
352;Female;7;Returning;Personal;Economy Plus;853;0;0;5;1;4;1;2;3;5;2;5;5;4;2;5;5;Neutral or Dissatisfied
353;Female;37;Returning;Personal;Economy Plus;821;0;15;5;3;2;3;3;3;4;4;5;5;1;4;5;1;Neutral or Dissatisfied
354;Female;51;Returning;Personal;Economy Plus;821;23;10;5;2;5;5;4;2;4;2;4;2;2;2;2;2;Neutral or Dissatisfied
355;Male;16;Returning;Personal;Economy Plus;821;0;0;3;2;3;2;3;4;5;1;5;5;2;2;5;2;Neutral or Dissatisfied
356;Male;50;Returning;Business;Business;102;23;24;4;4;4;5;4;4;4;4;5;2;4;4;4;5;Satisfied
357;Female;43;Returning;Business;Business;102;0;0;2;2;4;4;2;5;5;5;4;4;5;2;5;5;Satisfied
358;Female;39;First-time;Business;Business;247;42;96;2;2;5;2;4;4;5;4;5;5;4;2;5;4;Neutral or Dissatisfied
359;Male;55;Returning;Business;Business;3431;0;0;4;0;4;5;5;5;4;5;4;3;5;0;5;5;Satisfied
360;Male;27;First-time;Business;Business;113;0;0;4;4;4;4;5;3;2;2;5;5;4;4;5;5;Neutral or Dissatisfied
361;Male;40;Returning;Business;Business;229;0;0;5;5;5;4;5;5;5;5;4;5;5;5;5;5;Satisfied
362;Male;24;First-time;Business;Economy;134;14;14;3;5;4;5;3;5;5;4;5;5;5;5;5;4;Satisfied
363;Female;39;Returning;Business;Business;1869;0;0;2;2;3;4;2;5;4;5;3;5;5;2;5;5;Satisfied
364;Female;33;First-time;Business;Business;113;0;0;3;3;3;3;5;4;5;5;5;5;4;3;5;5;Neutral or Dissatisfied
365;Female;42;Returning;Business;Business;1924;13;7;2;2;5;5;2;4;4;4;4;5;4;2;4;4;Satisfied
366;Female;35;Returning;Business;Business;164;33;29;5;5;5;4;5;5;5;5;5;2;5;5;5;5;Satisfied
367;Male;26;First-time;Business;Business;102;0;0;0;0;5;0;1;3;4;3;4;4;4;0;4;5;Satisfied
368;Female;46;Returning;Business;Business;354;43;43;0;0;3;5;3;1;4;1;3;4;1;0;1;1;Satisfied
369;Female;53;Returning;Business;Business;2366;0;0;2;2;5;4;2;4;4;4;3;4;4;2;4;4;Satisfied
370;Male;49;Returning;Business;Business;3770;0;0;1;1;5;5;1;5;4;5;4;4;5;1;5;4;Satisfied
371;Male;50;Returning;Business;Business;482;0;3;4;4;5;5;4;4;5;4;5;3;4;4;4;4;Satisfied
372;Male;50;Returning;Business;Business;3579;25;22;1;1;5;4;1;4;4;5;5;4;4;1;4;4;Satisfied
373;Male;43;Returning;Business;Business;2169;0;0;3;3;4;5;3;5;4;4;3;5;5;3;5;5;Satisfied
374;Female;39;Returning;Business;Business;2895;27;30;3;2;5;4;3;5;5;5;3;4;5;3;5;5;Satisfied
375;Male;53;Returning;Business;Business;2235;0;3;3;3;4;4;3;4;5;4;5;5;4;3;4;4;Satisfied
376;Male;54;Returning;Business;Business;270;44;26;1;1;4;4;4;4;4;4;4;3;4;0;4;4;Satisfied
377;Female;54;Returning;Business;Business;3628;14;6;4;4;3;5;4;4;5;4;3;3;4;4;4;4;Satisfied
378;Male;41;First-time;Business;Business;309;0;0;1;1;4;5;4;5;5;3;5;5;4;5;5;5;Satisfied
379;Female;42;Returning;Business;Business;247;0;0;3;3;3;4;3;5;5;5;3;4;5;3;5;5;Satisfied
380;Male;45;Returning;Business;Business;1507;0;0;0;0;4;5;4;5;4;5;3;4;5;0;5;5;Satisfied
381;Female;56;Returning;Business;Business;102;34;31;4;5;4;4;5;4;4;4;4;3;4;5;4;4;Satisfied
382;Female;46;Returning;Business;Business;1987;70;66;3;3;5;4;3;4;4;4;3;3;4;3;4;4;Satisfied
383;Female;58;Returning;Business;Business;3442;13;16;4;4;4;5;4;5;5;5;3;5;5;4;5;4;Satisfied
384;Male;43;Returning;Business;Business;102;0;0;1;1;5;5;1;5;4;5;5;5;5;1;5;4;Satisfied
385;Female;45;Returning;Business;Business;229;0;0;0;0;3;4;4;2;4;2;3;4;2;0;2;2;Satisfied
386;Female;58;Returning;Business;Business;2759;59;51;2;2;3;5;2;4;4;4;4;2;4;2;4;4;Satisfied
387;Female;54;Returning;Business;Business;2722;0;0;4;4;4;5;4;4;4;4;5;3;4;4;4;4;Satisfied
388;Male;69;Returning;Business;Business;2848;0;0;3;3;3;4;3;4;4;4;3;3;4;3;4;4;Satisfied
389;Female;27;First-time;Business;Business;102;0;0;2;2;3;2;3;5;1;4;1;1;5;2;1;5;Neutral or Dissatisfied
390;Male;58;Returning;Business;Business;3432;0;0;1;4;4;5;4;4;5;4;4;2;4;4;4;4;Satisfied
391;Female;52;Returning;Business;Business;1954;0;0;3;3;5;5;3;5;5;5;3;3;5;3;5;5;Satisfied
392;Male;52;Returning;Business;Business;1938;0;31;5;5;4;5;5;4;5;4;3;3;4;5;4;4;Satisfied
393;Male;49;Returning;Business;Business;134;0;0;4;4;3;4;4;4;5;4;5;2;4;4;4;5;Satisfied
394;Female;35;Returning;Business;Business;140;3;5;1;1;4;4;1;3;4;4;5;2;3;1;3;4;Satisfied
395;Female;54;Returning;Business;Business;3325;0;0;5;5;4;5;5;5;5;5;5;4;5;5;5;5;Satisfied
396;Male;35;Returning;Business;Business;3838;0;3;1;5;2;4;1;3;3;3;3;1;3;3;3;3;Neutral or Dissatisfied
397;Female;26;First-time;Business;Business;158;0;1;3;2;1;2;4;3;3;3;3;3;4;2;3;4;Neutral or Dissatisfied
398;Male;52;Returning;Business;Business;134;0;0;4;4;4;4;4;4;5;4;4;2;4;4;4;4;Satisfied
399;Male;38;First-time;Business;Business;164;0;0;4;4;5;4;3;4;2;4;1;1;4;4;1;5;Satisfied
400;Male;23;First-time;Business;Economy;134;0;0;0;1;3;1;1;3;4;4;5;5;5;0;5;5;Satisfied
401;Female;36;Returning;Business;Business;1818;0;4;4;4;5;4;4;5;4;5;5;2;5;4;5;5;Satisfied
402;Male;42;Returning;Business;Business;3824;0;0;5;5;5;4;5;4;4;4;3;4;4;5;4;4;Satisfied
403;Female;39;Returning;Business;Business;1661;0;0;3;5;3;5;3;4;4;5;4;5;4;3;4;4;Satisfied
404;Male;39;Returning;Business;Business;102;0;0;5;4;1;3;4;2;3;1;2;2;2;4;2;4;Neutral or Dissatisfied
405;Male;59;Returning;Business;Business;309;48;55;2;2;2;2;2;3;2;3;4;3;3;3;3;3;Neutral or Dissatisfied
406;Male;36;First-time;Business;Business;134;0;0;1;1;4;1;1;4;4;2;4;4;4;2;4;5;Neutral or Dissatisfied
407;Female;32;Returning;Business;Business;164;0;0;4;4;4;1;4;1;2;1;1;1;4;2;1;4;Neutral or Dissatisfied
408;Female;47;Returning;Business;Business;3169;0;0;5;5;2;2;5;2;2;2;1;1;2;2;2;2;Neutral or Dissatisfied
409;Male;48;Returning;Business;Business;229;39;45;5;5;2;3;5;1;4;1;2;4;1;1;1;1;Neutral or Dissatisfied
410;Male;57;Returning;Business;Business;3687;0;0;1;1;4;4;1;2;4;2;1;1;2;2;2;2;Neutral or Dissatisfied
411;Female;49;Returning;Business;Business;2739;1;0;5;0;5;4;3;4;5;4;4;2;4;0;4;2;Satisfied
412;Male;58;Returning;Business;Business;158;0;0;2;2;3;4;2;1;4;1;2;2;1;2;1;2;Neutral or Dissatisfied
413;Male;53;Returning;Business;Business;1822;0;0;1;4;3;2;4;1;3;1;3;1;1;2;1;2;Neutral or Dissatisfied
414;Male;51;Returning;Business;Business;3458;0;2;4;0;5;5;1;2;5;2;3;2;2;0;2;2;Satisfied
415;Female;38;First-time;Business;Business;229;0;0;4;4;1;4;3;1;5;2;2;2;3;4;2;4;Neutral or Dissatisfied
416;Female;44;Returning;Business;Business;3915;0;0;2;2;3;3;2;4;2;3;4;5;4;1;4;1;Neutral or Dissatisfied
417;Female;36;Returning;Business;Business;2474;0;0;1;1;5;5;1;5;4;5;5;3;5;1;5;4;Satisfied
418;Female;48;Returning;Business;Business;270;0;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;Satisfied
419;Male;58;Returning;Business;Business;309;0;1;5;3;3;4;5;4;4;4;4;4;4;5;4;4;Satisfied
420;Male;36;Returning;Business;Business;140;88;85;2;2;1;3;2;1;4;1;2;2;1;3;1;3;Neutral or Dissatisfied
421;Female;25;First-time;Business;Business;312;0;0;0;4;4;4;4;3;4;2;4;4;5;3;4;4;Neutral or Dissatisfied
422;Male;42;Returning;Business;Business;3957;7;50;4;4;4;5;4;5;5;5;4;4;5;4;5;5;Satisfied
423;Female;30;First-time;Business;Business;270;0;0;2;2;5;2;1;5;2;3;2;2;5;1;2;5;Neutral or Dissatisfied
424;Female;51;Returning;Business;Business;3873;2;0;1;4;4;5;4;4;4;4;3;4;4;4;4;4;Satisfied
425;Male;59;Returning;Business;Business;3800;0;0;4;0;5;4;3;1;4;1;5;5;1;0;1;1;Satisfied
426;Female;39;Returning;Business;Business;1770;0;2;1;1;1;3;1;4;4;4;4;1;4;4;4;4;Neutral or Dissatisfied
427;Female;35;First-time;Business;Business;113;0;0;1;1;1;1;4;2;3;4;3;3;3;1;3;4;Neutral or Dissatisfied
428;Female;40;Returning;Business;Business;1654;0;0;3;3;3;4;3;1;4;2;4;3;1;4;1;4;Neutral or Dissatisfied
429;Female;52;Returning;Personal;Business;309;6;16;5;2;3;5;5;2;4;2;4;2;2;2;2;2;Neutral or Dissatisfied
430;Female;24;Returning;Personal;Business;140;74;76;5;3;1;3;3;1;2;1;2;2;4;3;2;1;Neutral or Dissatisfied
431;Male;47;Returning;Personal;Business;102;0;0;2;0;4;4;3;1;4;0;4;5;1;1;1;1;Neutral or Dissatisfied
432;Female;46;Returning;Personal;Business;247;0;0;5;2;4;4;3;1;5;2;4;3;1;2;1;1;Neutral or Dissatisfied
433;Male;63;Returning;Personal;Business;102;0;0;4;4;1;3;3;2;5;4;4;3;2;4;2;2;Neutral or Dissatisfied
434;Female;27;Returning;Personal;Business;158;24;23;5;3;4;3;5;3;3;3;3;3;5;3;3;5;Neutral or Dissatisfied
435;Male;53;Returning;Personal;Business;134;80;71;2;2;4;3;3;2;3;2;3;5;2;2;2;2;Neutral or Dissatisfied
436;Female;60;Returning;Personal;Business;396;0;0;5;1;5;5;3;2;1;1;2;3;2;1;2;3;Neutral or Dissatisfied
437;Male;46;Returning;Personal;Business;134;0;0;4;3;3;5;2;5;5;3;5;4;5;3;5;5;Neutral or Dissatisfied
438;Female;63;Returning;Personal;Business;282;0;0;4;4;5;5;2;1;3;4;1;5;1;3;1;1;Neutral or Dissatisfied
439;Female;57;Returning;Personal;Business;134;6;7;3;4;4;3;2;2;5;4;4;3;2;4;2;4;Neutral or Dissatisfied
440;Female;66;Returning;Personal;Business;396;0;0;5;4;3;5;4;1;5;4;3;4;1;1;1;1;Neutral or Dissatisfied
441;Male;31;Returning;Personal;Business;229;0;0;5;5;4;5;4;3;5;2;5;5;5;5;5;4;Satisfied
442;Female;14;Returning;Personal;Business;309;0;0;4;3;1;3;4;3;5;5;5;5;1;3;5;2;Neutral or Dissatisfied
443;Male;35;Returning;Personal;Business;247;0;0;4;0;5;4;2;3;4;0;5;4;3;1;3;3;Neutral or Dissatisfied
444;Male;48;Returning;Personal;Business;247;27;32;5;5;4;5;1;3;4;5;4;3;3;5;3;3;Satisfied
